,상세영업상태명,도로명전체주소,사업장명,문화체육업종명,좌표정보x(epsg5174),좌표정보y(epsg5174),지역구분명,지상층수,지하층수,객실수,주변환경명,건물용도명,시설면적,관광숙박업상세명
278,영업중,"서울특별시 마포구 마포대로 58 (도화동, 가든호텔)",(주)서울가든,관광숙박업,195366.504486477,448716.823596557,,15.0,2.0,372.0,,,26310.01,관광호텔업
279,영업중,"서울특별시 마포구 양화로 15 (합정동, 호텔써클)",써클호텔,관광숙박업,192044.052062349,449625.190175398,일반상업지역,9.0,3.0,40.0,,호텔,1504.56,관광호텔업
280,영업중,"서울특별시 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",(주)호텔롯데 롯데시티 호텔마포,관광숙박업,195564.375757848,449186.933273231,상업지역,8.0,2.0,284.0,,호텔,25713.7,관광호텔업
281,영업중,"서울특별시 마포구 월드컵북로58길 15 (상암동, 스탠포드호텔코리아)",스탠포드호텔코리아(주) 스탠포드호텔서울,관광숙박업,189919.550051873,453342.222208599,상업지역,12.0,5.0,239.0,,호텔,26278.31,관광호텔업
282,영업중,서울특별시 마포구 신촌로 152 (노고산동),에이치에비뉴 호텔 이대점,관광숙박업,194856.148175113,450442.424814188,일반주거지역,13.0,2.0,94.0,,호텔,2772.94,관광호텔업
283,영업중,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 (도화동)",글래드호텔 마포,관광숙박업,195616.580723896,448973.867131637,,24.0,2.0,378.0,,,26504.2,관광호텔업
284,영업중,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 (동교동)",(주)호텔롯데 L7홍대,관광숙박업,193005.883365365,450387.023230304,,20.0,5.0,340.0,,숙박시설,22928.75,관광호텔업
285,영업중,서울특별시 마포구 양화로 130 (서교동),라이즈호텔,관광숙박업,192971.947727746,450243.232547428,,20.0,5.0,274.0,,,29331.57,관광호텔업
286,영업중,"서울특별시 마포구 홍익로5길 32 (서교동, 나인브릭)",나인브릭,관광숙박업,192911.642624498,450171.317352359,근린상업지역,16.0,2.0,94.0,학교정화(상대),,3784.07,관광호텔업
287,영업중,서울특별시 마포구 양화로 177-1 (동교동),나비호스텔,관광숙박업,193279.38663668,450637.276776739,근린상업지역,10.0,1.0,27.0,,숙박시설,992.59,호스텔업
288,영업중,서울특별시 영등포구 영등포로 93 (당산동2가),따담,관광숙박업,190378.895367059,446678.151132037,준공업지역,10.0,1.0,42.0,,,1332.96,호스텔업
289,영업중,서울특별시 송파구 백제고분로7길 23-5 (잠실동),포레스타,관광숙박업,207125.820825269,445419.558960012,일반상업지역,13.0,1.0,53.0,유흥업소밀집지역,호텔,1993.73,관광호텔업
290,영업중,서울특별시 구로구 시흥대로 533 (구로동),컬리넌호텔 구로,관광숙박업,191043.644024006,442112.644374091,준공업지역,10.0,2.0,68.0,기타,호텔,2576.42,관광호텔업
291,영업중,"서울특별시 구로구 디지털로19길 6-8, 아단아 (가리봉동)",아단아,관광숙박업,190241.658927066,442019.000152412,준공업지역,9.0,1.0,33.0,,숙박시설,732.5,호스텔업
292,영업중,"서울특별시 구로구 남부순환로105길 32, 구로 제이에스 호스텔 (가리봉동)",구로 제이에스 호스텔,관광숙박업,190289.173314581,441929.798809285,,7.0,1.0,40.0,,숙박시설,1407.41,호스텔업
293,영업중,"서울특별시 중구 세종대로11길 36, E.N.A 스위트 호텔 (서소문동)",ENA 스위트 호텔,관광숙박업,,,일반상업지역,23.0,5.0,183.0,,,14134.9,관광호텔업
294,영업중,서울특별시 중구 세종대로12길 12 (남대문로4가),호텔 그레이스리 서울,관광숙박업,197895.491160507,451035.7030265,일반상업지역,6.0,20.0,336.0,,,17908.69,관광호텔업
295,영업중,서울특별시 중구 장충단로10길 27 (광희동2가),더 페이즈,관광숙박업,200686.364658168,451262.161389721,,0.0,0.0,7.0,,,167.94,호스텔업
296,영업중,서울특별시 금천구 두산로5길 7 (독산동),스텔라이,관광숙박업,190204.539880665,440974.712401628,준공업지역,11.0,1.0,73.0,,숙박시설,2110.25,호스텔업
297,영업중,서울특별시 영등포구 양산로1길 13 (양평동3가),서울H,관광숙박업,189758.735655025,447157.130858016,준공업지역,8.0,1.0,33.0,,숙박시설,730.94,호스텔업
298,영업중,"서울특별시 은평구 진흥로 136, 호텔루 136 (녹번동)",호텔루 136,관광숙박업,193336.177185859,456159.464402602,일반주거지역,9.0,1.0,51.0,,,2202.61,관광호텔업
299,영업중,서울특별시 중구 동호로 369 (을지로5가),호텔 유파이브(HOTEL U5),관광숙박업,200095.261182808,451680.793663218,일반상업지역,20.0,4.0,297.0,,,13820.05,관광호텔업
300,영업중,"서울특별시 송파구 잠실로 209, KT송파타워 (신천동)",소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(가족호텔),관광숙박업,209337.104501753,445744.864426145,일반상업지역,32.0,5.0,160.0,,숙박시설,74200.51,가족호텔업
301,영업중,"서울특별시 송파구 잠실로 209, KT송파타워 (신천동)",소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(관광호텔),관광숙박업,209337.104501753,445744.864426145,일반상업지역,32.0,5.0,403.0,,숙박시설,74200.51,관광호텔업
302,영업중,"서울특별시 마포구 양화진2길 31, 주니비노 호텔 (합정동)",주니비노호텔,관광숙박업,192043.507297118,449524.361048163,일반주거지역,12.0,2.0,68.0,,숙박시설,6173.93,관광호텔업
303,영업중,서울특별시 영등포구 선유서로31길 10-4 (양평동3가),상상그린 G. HOUSE,관광숙박업,189814.291077523,447181.999973293,,9.0,1.0,46.0,,,996.33,호스텔업
304,영업중,"서울특별시 종로구 종로12길 14, BK종로 6층 (관철동)",스테이 마루 종로,관광숙박업,198656.933623902,451906.850293023,상업지역,7.0,1.0,0.0,기타,숙박시설,233.59,호스텔업
305,영업중,"서울특별시 중구 퇴계로76길 28, 지상3층~지상5층 (무학동)",로밍 타이거,관광숙박업,201277.706085215,451309.375841257,일반주거지역,3.0,1.0,6.0,학교정화(상대),숙박시설,225.0,호스텔업
306,영업중,"서울특별시 중구 퇴계로20나길 10, 1층 (남산동2가)",어반 스위트 스테이 (Urban Suite Stay),관광숙박업,198651.46452077,450718.885269002,,0.0,0.0,6.0,,,221.16,호스텔업
307,영업중,"서울특별시 중구 수표로2길 7, 2~3층 (충무로3가)",MOREN SEOUL MYEONGDONG,관광숙박업,199127.53452918,451102.686191354,일반상업지역,0.0,0.0,11.0,,,210.18,호스텔업
308,영업중,"서울특별시 강남구 봉은사로 156, 마티네 차움 (역삼동)",마티네차움호텔,관광숙박업,202743.002166761,444909.971220482,일반주거지역,15.0,7.0,0.0,기타,호텔,21699.28,의료관광호텔업
309,영업중,"서울특별시 송파구 백제고분로41길 31, 4층 (송파동)",111 스테이,관광숙박업,209345.228484453,445137.751124173,일반주거지역,5.0,1.0,0.0,,근린생활시설,140.62,호스텔업
310,영업중,"서울특별시 중구 퇴계로18길 13, 지상1층~지상2층 (남산동2가)",호텔 명동역,관광숙박업,198662.218896247,450881.131680443,주거지역,0.0,0.0,33.0,,,0.0,호스텔업
311,영업중,"서울특별시 강남구 테헤란로81길 22, 구암빌딩 5~7층 (삼성동)",기와 호스텔,관광숙박업,204966.435,445144.615,일반상업지역,7.0,1.0,0.0,기타,숙박시설,713.02,호스텔업
312,영업중,"서울특별시 강남구 테헤란로13길 8-5, 블루-b 2층 (역삼동)",willow leaf,관광숙박업,202838.962723967,444252.642022705,일반상업지역,10.0,2.0,0.0,기타,숙박시설,161.25,호스텔업
313,영업중,"서울특별시 중구 마른내로 50, 지상3층 301호 (인현동1가)",이랑 스테이,관광숙박업,199333.801387448,451328.479487075,,5.0,1.0,2.0,,숙박시설,69.52,호스텔업
314,영업중,"서울특별시 중구 을지로43길 30, 미진빌딩 지상4층 (을지로6가)",하이 동대문 호스텔,관광숙박업,200588.959909937,451679.884050444,,5.0,1.0,14.0,,숙박시설,242.65,호스텔업
315,영업중,"서울특별시 종로구 종로 298, 5층 (창신동)",동대문인순,관광숙박업,200902.807232242,452137.584346747,상업지역,5.0,1.0,0.0,기타,숙박시설,46.48,호스텔업
316,영업중,서울특별시 종로구 율곡로 110-16 (권농동),스테이 종로 온당,관광숙박업,199157.903207703,452735.594736647,상업지역,2.0,1.0,0.0,기타,숙박시설,140.38,호스텔업
317,영업중,"서울특별시 용산구 보광로59길 50, 2층 (이태원동)",와이낫슬립(Why Not Sleep),관광숙박업,199157.2217515,447963.871890394,준주거지역,2.0,0.0,0.0,,,27.19,호스텔업
318,영업중,"서울특별시 용산구 보광로59길 36, 6층 (이태원동)",스테이 파키라(Stay Pachira),관광숙박업,199223.815483747,447968.035884444,준주거지역,6.0,0.0,0.0,,,51.15,호스텔업
319,영업중,"서울특별시 중구 동호로 350, 한일상회 지상2층 (을지로5가)",안온 스테이,관광숙박업,200168.83910333,451476.043044703,,0.0,0.0,3.0,,,123.54,호스텔업
320,영업중,서울특별시 용산구 만리재로 190-1 (서계동),mingle stay,관광숙박업,197047.024933919,450244.123927585,일반상업지역,1.0,4.0,0.0,,,564.87,호스텔업
321,영업중,"서울특별시 중구 마른내로2길 6, 지상3층~지상5층 (초동)",하이 스테이 을지로 호스텔,관광숙박업,199257.113944113,451318.655196377,,0.0,0.0,15.0,,,261.07,호스텔업
322,영업중,"서울특별시 종로구 종로12길 14, BK종로 5층 (관철동)",스테이 뷔,관광숙박업,198656.933623902,451906.850293023,일반상업지역,7.0,1.0,0.0,기타,숙박시설,233.59,호스텔업
323,영업중,"서울특별시 종로구 종로43길 15, 4층 (종로6가)",편안정,관광숙박업,200613.281663753,452191.016680922,상업지역,5.0,1.0,0.0,기타,숙박시설,106.43,호스텔업
324,영업중,"서울특별시 종로구 수표로 132-1, 5~6층 (낙원동)",소락방 주식회사,관광숙박업,198912.882064705,452284.28899958,상업지역,6.0,0.0,0.0,기타,숙박시설,87.6,호스텔업
325,영업중,"서울특별시 종로구 대학로1길 34-11, 영지빌딩 4층 (연지동)",스테이누아 종로,관광숙박업,199969.999699615,452226.549323254,상업지역,5.0,1.0,0.0,기타,숙박시설,76.86,호스텔업
326,영업중,"서울특별시 종로구 종로14길 19, 예지빌딩 3층 (관철동)",1996 종로인,관광숙박업,198786.901723323,451865.494241718,상업지역,2.0,7.0,0.0,기타,숙박시설,280.51,호스텔업
327,영업중,"서울특별시 영등포구 영등포로50길 5, 4층 (영등포동3가)",호스텔 오닛,관광숙박업,191925.582929646,446245.80638739,일반상업지역,4.0,0.0,2.0,,,140.5,호스텔업
328,영업중,"서울특별시 중구 명동8가길 61, 금성빌딩 (충무로2가)",하이 서울 호스텔 명동 명동 웨스트,관광숙박업,198911.0286441,451082.214388761,중심상업지역,7.0,1.0,9.0,,,159.4,호스텔업
329,영업중,"서울특별시 중구 을지로 280-2, FIN TOWER 9~10층 (을지로7가)",하이메이트 동대문,관광숙박업,200730.296204033,451454.338715818,,11.0,2.0,13.0,,,297.15,호스텔업
330,영업중,서울특별시 중구 난계로17길 3 (황학동),유어모먼트,관광숙박업,201971.734332621,451882.53103038,,0.0,0.0,4.0,,,104.48,호스텔업
331,영업중,"서울특별시 중구 청파로 441, 지상4층 (중림동)",라서울 스테이,관광숙박업,197185.178805798,450729.302106846,,0.0,0.0,3.0,,,100.17,호스텔업
332,영업중,"서울특별시 중구 장충단로 214, 최정형외과의원 지하1층~지상4층 (광희동2가)",주식회사 율,관광숙박업,200573.420855721,451276.590664728,,0.0,0.0,10.0,,,424.73,호스텔업
333,영업중,"서울특별시 마포구 서강로20길 11, 2층 (노고산동)",골든(Golden) 신촌홍대점,관광숙박업,194320.816094842,450185.405671283,일반상업지역,2.0,0.0,10.0,기타,근린생활시설,145.96,호스텔업
334,영업중,"서울특별시 마포구 서강로 132, BS타워 13층 (노고산동)",로프트13,관광숙박업,194225.490221946,450179.109724203,일반상업지역,13.0,0.0,7.0,,,170.7,호스텔업
335,영업중,서울특별시 중구 명동8나길 45 (충무로1가),하이 서울 호스텔,관광숙박업,198375.232374546,450977.367032275,상업지역,4.0,1.0,12.0,,,180.87,호스텔업
336,영업중,서울특별시 중구 남대문로1길 26-3 (북창동),한 스위트 서울,관광숙박업,197953.410988627,451119.871529384,,0.0,0.0,6.0,,,540.62,호스텔업
337,영업중,"서울특별시 종로구 수표로 91, 다비치타워 4~7층 (관수동)",THE EXTAY LOUNGE,관광숙박업,198984.604875284,451902.022816125,상업지역,8.0,2.0,24.0,기타,숙박시설,913.64,호스텔업
338,영업중,"서울특별시 종로구 삼일대로15길 17, 금옥빌딩 3,8층 (관철동)",먼슬리브 종로 종각역 호텔 스테이,관광숙박업,198743.189527622,451823.235571773,상업지역,9.0,2.0,11.0,기타,숙박시설,315.42,호스텔업
339,영업중,서울특별시 성동구 성수일로12가길 30-14 (성수동2가),스윗스팟성수,관광숙박업,204623.227883498,449772.577185541,준공업지역,0.0,0.0,5.0,,,142.56,호스텔업
340,영업중,"서울특별시 강남구 강남대로146길 6 (논현동, 앤샵2 빌딩)",에스티르 신사,관광숙박업,201750.635,445817.25,주거지역,6.0,1.0,0.0,주택가주변,숙박시설,494.99,호스텔업
341,영업중,"서울특별시 강남구 삼성로75길 32-11, 대산빌딩 2층 (대치동)",온스테이 호스텔,관광숙박업,204803.848718541,444605.062200441,주거지역,6.0,0.0,0.0,주택가주변,숙박시설,203.29,호스텔업
342,영업중,"서울특별시 마포구 신촌로4길 5-5, 1층 (동교동)",비아르떼 서울,관광숙박업,193644.058184763,450596.886231733,준주거지역,1.0,0.0,2.0,기타,근린생활시설,57.23,호스텔업
343,영업중,"서울특별시 서대문구 명물길 6, 8층 (창천동)",스테이 헬로 STAY HELLO,관광숙박업,194398.900504068,450561.690366905,일반주거지역,9.0,2.0,0.0,기타,숙박시설,127.18,호스텔업
344,영업중,"서울특별시 종로구 창경궁로21가길 5-3, 종로하루 (원남동)",종로하루,관광숙박업,199626.352160596,452520.392539419,상업지역,2.0,0.0,2.0,학교정화(상대),,42.98,호스텔업
345,영업중,"서울특별시 구로구 새말로 20, 코코모호텔 (구로동)",커넥티드 호텔 구로(CONNECTED HOTEL GURO),관광숙박업,189616.936088565,444424.824149503,준공업지역,9.0,1.0,47.0,기타,호텔,1604.5,관광호텔업
346,영업중,서울특별시 용산구 한강대로23길 25 (한강로3가),나인트리 프리미어 로카우스호텔 서울 용산(Nine Tree Premier ROKAUS Hotel Seoul Yongsan),관광숙박업,196785.404801941,447267.982864433,일반상업지역,30.0,7.0,274.0,,,40539.0,관광호텔업
347,영업중,서울특별시 광진구 동일로30길 10 (화양동),하일호스텔,관광숙박업,205913.766725576,449481.459608894,준주거지역,10.0,1.0,32.0,,숙박시설,252.2,호스텔업
348,영업중,"서울특별시 종로구 우정국로 46, 천마빌딩 (견지동)",더프리마호텔 종로,관광숙박업,198469.85451949,452315.746209246,일반상업지역,11.0,1.0,155.0,기타,숙박시설,6074.4,관광호텔업
349,영업중,서울특별시 영등포구 도영로11길 29 (도림동),스프링 플라워,관광숙박업,190705.322157854,445302.156117372,준공업지역,10.0,1.0,21.0,,,467.0,호스텔업
350,영업중,서울특별시 강서구 양천로 743 (염창동),나이아가라관광호텔,관광숙박업,189200.147733153,449654.951038959,준주거지역,12.0,4.0,98.0,주택가주변,호텔,9686.35,관광호텔업
351,영업중,서울특별시 강서구 방화대로 94 (외발산동),메이필드호텔,관광숙박업,183863.692502412,449443.610735042,녹지지역,6.0,1.0,239.0,기타,호텔,0.0,관광호텔업
352,영업중,서울특별시 강서구 화곡로 354-10 (화곡동),칼튼 관광호텔,관광숙박업,186892.947389352,450261.991363534,일반상업지역,8.0,3.0,64.0,유흥업소밀집지역,호텔,6141.79,관광호텔업
353,영업중,서울특별시 강서구 남부순환로 196 (외발산동),티제이 관광호텔,관광숙박업,184029.320078984,449535.607231956,,6.0,1.0,36.0,,,2927.55,관광호텔업
354,영업중,서울특별시 노원구 노해로77길 22 (상계동),노블레스관광호텔,관광숙박업,205157.94751541,461423.045063883,,11.0,4.0,93.0,,,10421.0,관광호텔업
355,영업중,"서울특별시 강남구 영동대로 736 (청담동, 알로프트 서울 강남 호텔)",알로프트 서울 강남 호텔,관광숙박업,204850.302981167,446835.931404503,일반상업지역,15.0,3.0,0.0,주택가주변,숙박시설,10200.01,관광호텔업
356,영업중,서울특별시 강동구 천중로 27 (천호동),바고관광호텔,관광숙박업,210981.596844031,449282.085359224,일반주거지역,7.0,2.0,42.0,,,2571.59,관광호텔업
357,영업중,서울특별시 강동구 천중로40길 63 (길동),하모니관광호텔,관광숙박업,212136.45903212,448450.725351294,일반상업지역,10.0,2.0,81.0,유흥업소밀집지역,,2983.87,관광호텔업
358,영업중,서울특별시 강동구 천호대로159길 22-36 (천호동),호텔 감(HOTEL GAM),관광숙박업,211302.314479117,448470.034451444,,14.0,2.0,37.0,,,1582.4,관광호텔업
359,영업중,서울특별시 강남구 논현로 66 (개포동),호텔 데님(Hotel Denim),관광숙박업,204053.596300672,441557.179656218,준주거지역,8.0,4.0,88.0,주택가주변,호텔,7500.02,관광호텔업
360,영업중,서울특별시 강남구 테헤란로37길 13-10 (역삼동),리치웰 호텔(Richwell Hotel),관광숙박업,203451.550821003,444529.420299492,상업지역,14.0,3.0,57.0,유흥업소밀집지역,숙박시설,3227.77,관광호텔업
361,영업중,"서울특별시 강남구 테헤란로37길 13-8 (역삼동, 디엔에스리치빌)",인더시티호스텔,관광숙박업,203467.667642123,444535.854061853,일반상업지역,6.0,3.0,30.0,기타,근린생활시설,1628.8,호스텔업
362,영업중,"서울특별시 강남구 강남대로92길 13 (역삼동, Jerry s planet Building)",더제리스플래닛 호텔,관광숙박업,202451.742958279,444092.87549641,일반상업지역,10.0,4.0,42.0,기타,호텔,3505.8,관광호텔업
363,영업중,"서울특별시 강남구 봉은사로 155 (논현동, 호텔 카푸치노)",호텔 카푸치노,관광숙박업,202713.81010796,444963.003980538,일반주거지역,17.0,3.0,141.0,기타,숙박시설,5992.92,관광호텔업
364,영업중,서울특별시 강남구 테헤란로25길 6-13 (역삼동),베니키아 강남 노블레스 호텔,관광숙박업,203095.187072133,444354.430359109,일반상업지역,10.0,1.0,0.0,기타,호텔,1999.18,관광호텔업
365,영업중,"서울특별시 강남구 선릉로90길 62, 서원빌딩 3층~5층층 (대치동)",스텔라 호스텔,관광숙박업,204719.15931343,444786.150912491,일반상업지역,4.0,0.0,0.0,기타,숙박시설,0.0,호스텔업
366,영업중,서울특별시 강남구 강남대로112길 11 (논현동),K-그랜드 호스텔 강남 1,관광숙박업,202161.235372399,444814.440071409,,0.0,0.0,0.0,,,0.0,호스텔업
367,영업중,"서울특별시 강남구 테헤란로87길 9 (삼성동, 호텔페이토)",호텔 페이토 삼성,관광숙박업,205121.655,445138.69,일반상업지역,19.0,5.0,0.0,기타,숙박시설,0.0,관광호텔업
368,영업중,서울특별시 금천구 가산로 50 (독산동),이사벨관광호텔,관광숙박업,190862.968726515,441065.665921744,준공업지역,8.0,3.0,57.0,기타,호텔,4563.85,관광호텔업
369,영업중,서울특별시 금천구 남부순환로 1262 (가산동),마인드 관광호텔,관광숙박업,190291.362021742,441856.76167243,일반상업지역,13.0,1.0,65.0,기타,호텔,4335.26,관광호텔업
370,영업중,"서울특별시 금천구 서부샛길 584 (가산동, 골드리버관광호텔)",골드리버관광호텔,관광숙박업,189045.768055551,441806.212135891,준공업지역,13.0,3.0,109.0,,호텔,7399.59,관광호텔업
371,영업중,서울특별시 강동구 풍성로 210 (성내동),발리(BALI),관광숙박업,211855.041782136,447431.586848941,,7.0,1.0,50.0,,,3236.0,관광호텔업
372,영업중,"서울특별시 강남구 봉은사로 113 (논현동, 호텔 더 디자이너스 리즈 강남 프리미어)",호텔 더 디자이너스 리즈 강남 프리미어,관광숙박업,202220.14,444805.625,일반주거지역,18.0,4.0,0.0,기타,숙박시설,0.0,관광호텔업
373,영업중,"서울특별시 강남구 논현로87길 15-4 (역삼동, 강남스테이관광호텔)",강남 스테이 호텔,관광숙박업,203064.385125254,444133.338603466,일반상업지역,12.0,2.0,52.0,기타,호텔,1997.19,관광호텔업
374,영업중,서울특별시 강남구 테헤란로10길 5 (역삼동),호텔 소울하다,관광숙박업,202800.634114449,444058.465089517,일반상업지역,7.0,1.0,0.0,기타,숙박시설,0.0,관광호텔업
375,영업중,"서울특별시 강남구 강남대로 620, 3층 (신사동, 영일빌딩)",어바웃스테이 신사점,관광숙박업,201684.704785227,446105.858997581,일반주거지역,3.0,0.0,28.0,기타,숙박시설,519.0,호스텔업
376,영업중,서울특별시 강남구 테헤란로29길 11 (역삼동),호텔 디 아티스트 역삼,관광숙박업,203333.617282827,444467.312715941,일반상업지역,10.0,1.0,50.0,기타,호텔,1947.88,관광호텔업
377,영업중,"서울특별시 강남구 언주로89길 21 (역삼동, CAPACEHotel)",카파쓰 호텔,관광숙박업,203566.634592836,444370.566836892,일반상업지역,10.0,1.0,48.0,유흥업소밀집지역,호텔,1999.86,관광호텔업
378,영업중,서울특별시 강남구 봉은사로 134 (역삼동),도미인 서울 강남,관광숙박업,202535.919022141,444822.174971826,일반주거지역,3.0,3.0,220.0,기타,숙박시설,1078.4,관광호텔업
379,영업중,서울특별시 강남구 삼성로96길 20 (삼성동),호텔 유리앤,관광숙박업,205020.248732302,445191.129756305,일반상업지역,14.0,3.0,0.0,기타,호텔,6661.44,관광호텔업
380,영업중,서울특별시 강남구 도산대로 508 (청담동),호텔 엔트라,관광숙박업,204216.450027497,446867.588235408,,20.0,4.0,92.0,,호텔,5666.38,관광호텔업
381,영업중,"서울특별시 강남구 테헤란로 415, L7 HOTELS 강남타워 (삼성동)",(주)호텔롯데 L7 강남,관광숙박업,204488.365267013,444832.873128843,일반상업지역,27.0,6.0,0.0,,호텔,33584.29,관광호텔업
382,영업중,서울특별시 강남구 테헤란로 610 (대치동),호텔 글래드 강남 코엑스센터,관광숙박업,205636.367492511,445183.035278769,일반주거지역,20.0,4.0,282.0,,숙박시설,12503.8,관광호텔업
383,영업중,서울특별시 강남구 언주로85길 27 (역삼동),오월호텔,관광숙박업,203563.297317024,444266.609812808,일반주거지역,0.0,0.0,0.0,,,3281.33,관광호텔업
384,영업중,서울특별시 강남구 도산대로 203 (신사동),포포인츠바이쉐라톤서울강남,관광숙박업,202447.848471025,446447.1648066,,0.0,0.0,0.0,,,0.0,관광호텔업
385,영업중,"서울특별시 강남구 논현로 533, 호텔 세느 (역삼동)",호텔 세느,관광숙박업,203033.435,444637.16,일반주거지역,8.0,2.0,40.0,기타,호텔,1514.16,관광호텔업
386,영업중,서울특별시 강남구 선릉로85길 6 (역삼동),호텔 뉴브,관광숙박업,204272.802698096,444535.336141507,상업지역,14.0,5.0,0.0,,,11823.91,
387,영업중,서울특별시 강남구 테헤란로33길 6-5 (역삼동),호텔 그라모스 서울 강남,관광숙박업,203455.86,444482.81,일반상업지역,10.0,2.0,0.0,,숙박시설,0.0,
388,영업중,서울특별시 강남구 언주로87길 11 (역삼동),호텔 컬리넌 역삼,관광숙박업,203651.669007478,444353.684205677,상업지역,10.0,1.0,0.0,기타,숙박시설,0.0,
389,영업중,서울특별시 강남구 언주로 517 (역삼동),호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),관광숙박업,203578.799034139,444715.394917107,일반주거지역,15.0,5.0,0.0,주택가주변,숙박시설,24392.04,관광호텔업
390,영업중,"서울특별시 구로구 남부순환로105다길 12, 바모스하우스 (가리봉동)",바모스하우스,관광숙박업,190311.667218288,441947.454339126,준공업지역,7.0,1.0,29.0,,숙박시설,683.2,호스텔업
391,영업중,서울특별시 구로구 경인로 229 (오류동),호텔 베르누이,관광숙박업,186313.367967351,443926.763932065,일반상업지역,22.0,2.0,397.0,,숙박시설,21308.83,관광호텔업
392,영업중,서울특별시 구로구 경인로 624 (신도림동),라마다 서울 신도림 호텔,관광숙박업,189793.631285586,444899.40426595,중심상업지역,14.0,7.0,104.0,학교정화(상대),호텔,34942.65,관광호텔업
393,영업중,서울특별시 구로구 디지털로32길 72 (구로동),포포인츠 바이 쉐라톤 서울 구로(Four Points by Sheraton Seoul Guro),관광숙박업,190990.955753109,442338.842381042,,15.0,4.0,202.0,,,18500.83,관광호텔업
394,영업중,"서울특별시 구로구 디지털로 300, 지밸리비즈플라자 (구로동)",(주)호텔롯데 롯데시티호텔 구로,관광숙박업,190779.824680954,442527.527966789,준공업지역,20.0,4.0,283.0,기타,숙박시설,22697.59,관광호텔업
395,영업중,서울특별시 강북구 삼양로 500-18 (수유동),베니키아 리치다이아몬드호텔,관광숙박업,201305.455244726,460570.957809466,일반주거지역,7.0,1.0,0.0,,,0.0,관광호텔업
396,영업중,"서울특별시 강북구 4.19로 26 (수유동, 모텔 영)",영호스텔,관광숙박업,200934.182307911,460594.794065117,일반주거지역,0.0,0.0,0.0,,,711.58,호스텔업
397,영업중,"서울특별시 도봉구 도봉로 903 (도봉동, 더데이호텔)",더데이 관광호텔,관광숙박업,203956.522216276,464745.309206513,일반주거지역,6.0,4.0,60.0,,호텔,4999.78,관광호텔업
398,영업중,서울특별시 도봉구 도봉로 710 (방학동),(주)써클관광개발 호텔베이 204,관광숙박업,203781.732147085,462825.040991622,근린상업지역,15.0,2.0,72.0,,호텔,3980.59,관광호텔업
399,영업중,서울특별시 중구 퇴계로 159-8 (충무로2가),올스테이인,관광숙박업,199037.916477276,451051.291993868,일반상업지역,0.0,0.0,19.0,,,272.2,호스텔업
400,영업중,서울특별시 중구 수표로 16 (충무로3가),트레블로지 명동 남산,관광숙박업,199114.933047561,451143.358208599,일반상업지역,13.0,3.0,174.0,,호텔,5163.73,관광호텔업
401,영업중,서울특별시 종로구 종로66가길 21 (숭인동),서울앤호텔 동대문,관광숙박업,201770.687981914,452337.690748925,일반상업지역,14.0,2.0,101.0,기타,숙박시설,2507.0,호스텔업
402,영업중,서울특별시 구로구 남부순환로105다길 13 (가리봉동),HOSTEL THE CAMINO,관광숙박업,190307.024213311,441974.142477597,준공업지역,9.0,1.0,40.0,,숙박시설,938.62,호스텔업
403,영업중,서울특별시 영등포구 영등포로47길 8-1 (영등포동2가),호텔 바모스,관광숙박업,191858.027306326,446421.213263331,준주거지역,8.0,1.0,21.0,기타,숙박시설,447.6,호스텔업
404,영업중,서울특별시 중구 다동길 30 (다동),호텔 미드시티 명동,관광숙박업,198260.880732247,451708.909162308,상업지역,9.0,1.0,140.0,,,6313.74,관광호텔업
405,영업중,"서울특별시 영등포구 영등포로25길 20, SH호스텔 (당산동1가)",SH호스텔,관광숙박업,190957.999888108,446729.260608743,준공업지역,9.0,1.0,38.0,주택가주변,,836.55,호스텔업
406,영업중,서울특별시 강남구 도산대로 153 (신사동),호텔 안테룸 서울,관광숙박업,202159.749483028,446291.277157107,,19.0,4.0,0.0,,,3670.0,관광호텔업
407,영업중,서울특별시 중구 명동8가길 59 (충무로2가),헨나호텔서울명동,관광숙박업,198898.282009528,451082.839302118,중심상업지역,8.0,1.0,100.0,학교정화(상대),,3171.31,관광호텔업
408,영업중,"서울특별시 서초구 강남대로 253, 준타워 (서초동)",힐튼 가든 인 서울 강남,관광숙박업,202827.205726281,442635.958648293,일반상업지역,18.0,6.0,208.0,기타,숙박시설,16900.37,관광호텔업
409,영업중,서울특별시 관악구 봉천로12길 25 (신림동),팰리스,관광숙박업,193710.457962963,442822.304969444,일반상업지역,12.0,1.0,39.0,,숙박시설,1005.66,호스텔업
410,영업중,서울특별시 관악구 신림로70길 14 (신림동),골드빌,관광숙박업,193706.653374624,442832.744067596,일반상업지역,12.0,1.0,30.0,,숙박시설,1084.35,호스텔업
411,영업중,서울특별시 광진구 아차산로76가길 12 (광장동),나무호텔,관광숙박업,209407.745384399,449459.252995276,일반주거지역,8.0,2.0,23.0,,,777.0,소형호텔업
